Employee ID,Name,Department,Job Role,EngagementScore,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility
2000,Ananya Singh 1900,IT,Software Engineer,86.6,80,90.76,88.6,4.8,87.73,47,3.6,41,Yes
2001,Connie Bailey 1901,Sales,Sales Executive,53.1,60,85.61,85.63,3.8,87.07,40,3.9,14,No
2002,Kabir Mehta 1902,Sales,Sales Executive,85.2,60,84.33,89.74,4.2,79.19,52,3.8,78,No
2003,David Williams 1903,Finance,Financial Analyst,89.3,40,82.32,91.44,4.1,66.85,48,3.5,17,No
2004,Joel Fuller 1904,Finance,Financial Analyst,76.1,60,68.7,96.69,4.4,74.07,36,4.0,49,No
2005,Jeffery Lopez 1905,Sales,Sales Executive,69.7,80,73.94,81.31,4.1,94.05,40,4.2,1,No
2006,Anna Dominguez 1906,Sales,Sales Executive,75.7,60,86.33,78.94,4.4,91.03,54,4.4,12,No
2007,Ananya Singh 1907,Sales,Account Manager,64.8,60,65.93,83.98,4.2,83.27,41,4.4,67,No
2008,Christopher Benson 1908,Sales,Sales Executive,100.0,60,67.59,82.85,4.3,85.3,42,4.4,46,No
2009,Manish Badami 1909,IT,Tester,65.0,60,81.06,82.22,4.2,75.78,44,2.9,74,No
2010,Joel Fuller 1910,HR,Recruitment Specialist,87.8,40,70.1,98.11,3.3,94.33,47,4.0,49,No
2011,Pari Joshi 1911,HR,HR Executive,63.1,60,86.24,89.04,3.2,78.25,35,3.5,11,No
2012,Megan Williams 1912,Support,Support Engineer,91.2,40,70.46,100.0,3.7,87.5,39,4.0,12,No
2013,Nicole Roberts 1913,Marketing,Content Strategist,96.1,80,80.44,87.98,4.8,73.38,36,4.1,8,Yes
2014,Cody Bright 1914,IT,Cybersecurity Specialist,76.6,40,81.28,79.8,3.8,82.57,38,4.1,58,No
2015,Cody Bright 1915,Finance,Financial Analyst,75.4,40,73.18,82.34,4.1,93.99,46,3.0,44,No
2016,Manish Badami 1916,HR,HR Manager,60.5,60,75.6,95.17,2.7,76.42,39,5.0,69,No
2017,Diya Patel 1917,IT,Engineer,59.1,80,71.2,80.06,4.0,89.99,49,5.0,42,No
2018,Pari Joshi 1918,IT,Engineer,75.6,100,77.81,91.91,4.0,75.35,44,3.6,73,No
2019,Steven Barnett 1919,Finance,Accountant,89.5,80,68.38,85.5,2.3,76.78,51,3.3,22,Yes
2020,Peggy Mann 1920,Marketing,Content Strategist,65.4,60,75.76,81.49,4.1,83.93,48,5.0,78,No
2021,Troy Ford 1921,IT,Software Engineer,98.5,60,85.48,97.71,2.9,91.77,41,4.7,44,No
2022,Peggy Mann 1922,Marketing,SEO Specialist,64.7,80,66.63,83.88,3.5,81.61,36,4.4,22,No
2023,Aditya Kumar 1923,Marketing,SEO Specialist,74.8,80,73.13,82.21,4.5,88.95,37,3.3,33,No
2024,Jasmine Gonzalez 1924,Sales,Business Development,74.8,60,83.18,87.45,4.0,93.15,38,5.0,15,No
2025,Manish Badami 1925,IT,Cybersecurity Specialist,70.8,60,57.22,84.44,3.6,77.83,50,3.5,62,No
2026,Vihaan Verma 1926,Marketing,Content Strategist,47.5,60,96.56,100.0,3.6,71.8,50,3.9,50,No
2027,Ayaan Saxena 1927,Finance,Auditor,64.6,80,88.45,95.42,3.6,81.16,37,4.8,31,No
2028,Diya Patel 1928,IT,Developer,74.4,60,62.62,83.87,4.0,94.18,51,3.8,37,No
2029,Sara Snyder 1929,HR,HR Manager,70.8,60,56.96,84.67,3.2,77.5,51,4.1,55,No
2030,Cody Bright 1930,Finance,Auditor,79.6,100,78.3,73.86,4.6,92.12,54,4.7,68,No
2031,Kavya Menon 1931,Finance,Auditor,81.1,60,66.8,88.96,3.2,81.9,41,3.3,16,No
2032,Meera Das 1932,Finance,Auditor,69.1,60,87.61,82.77,2.9,98.05,42,4.7,38,No
2033,Sara Khan 1933,Sales,Account Manager,60.5,60,81.94,88.62,4.5,100.0,53,5.0,40,No
2034,Ishaan Malhotra 1934,IT,Cybersecurity Specialist,90.6,40,79.23,74.24,3.6,92.25,41,4.0,47,No
2035,Arjun Rao 1935,IT,Data Analyst,55.7,60,72.3,87.81,3.9,70.83,35,4.7,81,No
2036,Meera Das 1936,Sales,Sales Executive,64.9,60,94.0,99.89,4.3,64.77,50,3.5,27,No
2037,Ananya Singh 1937,Finance,Auditor,61.8,60,85.53,88.38,3.5,84.49,52,3.1,76,No
2038,Taylor Morris 1938,Sales,Sales Executive,81.0,60,84.03,82.58,4.0,91.25,42,2.8,49,No
2039,Kabir Mehta 1939,IT,Tester,87.8,20,90.0,87.86,4.3,88.01,41,4.3,0,No
2040,Joel Fuller 1940,Sales,Sales Executive,69.9,100,67.81,87.55,4.9,78.21,44,4.3,49,No
2041,Ashley Marsh 1941,Sales,Account Manager,74.8,80,90.85,100.0,3.6,72.11,36,3.6,18,No
2042,Jeffery Lopez 1942,Marketing,SEO Analyst,77.1,60,75.35,85.67,3.6,91.44,49,4.7,58,No
2043,Aditi Sen 1943,Marketing,Marketing Executive,93.6,80,81.35,79.58,4.2,98.87,48,3.6,67,Yes
2044,Christopher Benson 1944,Finance,Financial Analyst,50.7,60,76.44,88.15,4.0,78.64,36,3.3,66,No
2045,Kabir Mehta 1945,Sales,Sales Executive,80.9,80,59.22,89.37,3.8,90.6,41,3.4,40,No
2046,Clinton Scott 1946,Sales,Business Development,76.5,60,87.57,91.94,4.9,100.0,46,4.8,9,No
2047,Manish Badami 1947,IT,Software Engineer,67.5,80,59.76,93.29,2.9,82.48,39,4.5,27,No
2048,Jasmine Gonzalez 1948,IT,Developer,75.9,40,68.33,100.0,3.0,82.64,40,3.9,33,No
2049,Aarav Sharma 1949,Finance,Accountant,80.9,60,73.47,83.83,2.9,88.48,50,3.8,38,No
2050,Erin Massey 1950,Finance,Auditor,79.0,80,58.46,83.19,4.6,81.73,46,3.7,82,No
2051,Clinton Scott 1951,Marketing,Marketing Executive,97.9,20,66.99,75.02,4.2,94.71,43,2.5,55,No
2052,Peggy Mann 1952,IT,Developer,73.5,40,80.45,92.63,3.1,80.77,54,3.0,51,No
2053,Myra Nair 1953,IT,Developer,72.3,60,74.53,81.79,3.8,83.75,46,3.9,2,No
2054,Myra Nair 1954,Marketing,SEO Specialist,69.8,60,75.36,94.24,3.9,72.46,44,4.4,22,No
2055,Rita Walker 1955,IT,Cybersecurity Specialist,78.6,40,68.85,84.56,2.6,82.12,51,3.8,16,No
2056,Saanvi Iyer 1956,IT,Engineer,71.6,60,78.46,100.0,4.0,75.94,45,3.1,70,No
2057,Kabir Mehta 1957,Finance,Financial Analyst,72.2,60,74.75,77.97,3.2,86.77,52,5.0,25,No
2058,Ishaan Malhotra 1958,Sales,Account Manager,72.2,40,61.59,95.16,4.3,70.69,38,3.2,17,No
2059,Jeffery Lopez 1959,Finance,Financial Analyst,70.4,80,75.99,94.33,3.2,91.84,37,4.0,45,No
2060,Ashley Marsh 1960,Finance,Financial Analyst,64.7,60,65.58,91.69,4.0,77.03,53,4.1,69,No
2061,Shannon Clark 1961,IT,Tester,77.0,60,86.98,80.18,4.7,98.27,40,5.0,30,No
2062,Myra Nair 1962,IT,Tester,68.6,60,74.08,91.72,4.5,94.97,42,3.4,8,No
2063,Connie Bailey 1963,IT,Cybersecurity Specialist,79.4,60,100.0,88.89,4.2,88.29,41,4.0,34,No
2064,Norman Lane 1964,IT,Tester,73.3,80,87.67,75.19,3.9,71.7,49,4.1,80,No
2065,Taylor Morris 1965,IT,Cybersecurity Specialist,67.4,40,76.7,98.91,3.0,78.98,46,3.3,59,No
2066,Ishaan Malhotra 1966,Sales,Sales Executive,90.8,80,83.79,85.58,3.6,76.83,49,4.2,75,Yes
2067,Kavya Menon 1967,Finance,Auditor,70.8,80,57.1,98.37,3.8,77.83,43,3.7,62,No
2068,Saanvi Iyer 1968,Finance,Auditor,79.5,80,87.62,87.53,3.7,96.61,36,3.8,51,No
2069,Judith Ware 1969,Sales,Sales Executive,63.6,40,69.8,94.88,3.0,82.78,54,3.6,47,No
2070,David Williams 1970,IT,Tester,47.7,40,78.9,81.98,4.2,78.74,49,4.7,60,No
2071,Clinton Scott 1971,Sales,Account Manager,65.2,60,70.72,89.5,3.2,78.02,52,3.9,23,No
2072,Kabir Mehta 1972,Marketing,SEO Analyst,46.4,40,71.79,89.01,4.8,79.75,47,3.5,73,No
2073,Ishaan Malhotra 1973,IT,Data Analyst,69.2,40,76.19,85.73,4.0,88.26,50,2.7,57,No
2074,Clinton Scott 1974,HR,HR Executive,89.6,40,78.77,81.92,4.5,70.98,49,5.0,63,No
2075,Devansh Banerjee 1975,IT,Data Analyst,61.1,60,77.73,66.53,4.5,84.79,45,4.0,29,No
2076,Clinton Scott 1976,IT,Tester,46.7,20,77.98,82.08,5.0,87.39,37,4.8,28,No
2077,Riya Mishra 1977,IT,Tester,90.0,40,61.74,92.9,4.0,70.12,44,4.7,9,No
2078,Kavya Menon 1978,Sales,Business Development,66.3,80,100.0,78.23,3.7,72.66,51,4.2,38,No
2079,Cody Bright 1979,HR,Recruitment Specialist,71.8,40,80.32,79.68,3.7,83.62,42,4.5,54,No
2080,Sara Khan 1980,Finance,Accountant,81.5,60,82.38,77.96,4.8,95.53,39,4.8,27,No
2081,Vihaan Verma 1981,IT,Developer,78.3,60,74.6,89.46,3.1,93.62,42,3.4,17,No
2082,Myra Nair 1982,IT,Developer,81.0,100,69.26,81.75,3.4,79.13,49,4.5,40,No
2083,Myra Nair 1983,Sales,Account Manager,82.8,80,79.51,96.54,4.0,95.27,45,4.2,80,No
2084,Clinton Scott 1984,IT,Cybersecurity Specialist,51.0,60,80.89,93.14,3.8,81.44,43,3.5,74,No
2085,Peggy Mann 1985,Marketing,SEO Analyst,55.0,80,91.02,89.4,4.5,81.37,36,4.5,64,No
2086,Joel Fuller 1986,Sales,Business Development,86.1,60,98.78,90.13,3.1,84.75,41,3.4,80,No
2087,Diya Patel 1987,Sales,Sales Executive,62.6,60,92.77,82.66,3.9,90.72,50,4.3,45,No
2088,Troy Ford 1988,IT,Cybersecurity Specialist,63.9,60,60.33,82.66,3.8,79.13,41,4.2,59,No
2089,Clinton Scott 1989,IT,Developer,56.8,60,73.4,92.98,3.3,80.82,38,3.6,8,No
2090,Avani Bhat 1990,IT,Cybersecurity Specialist,67.1,60,81.36,94.39,4.4,74.01,39,5.0,44,No
2091,Rita Walker 1991,IT,Software Engineer,67.8,60,74.0,92.92,3.8,86.81,48,4.5,59,No
2092,Clinton Scott 1992,HR,HR Executive,60.8,60,77.56,84.71,3.8,91.47,41,3.5,27,No
2093,Avani Bhat 1993,IT,Cybersecurity Specialist,59.4,40,56.55,85.26,3.4,91.96,47,4.8,2,No
2094,Kabir Mehta 1994,Finance,Auditor,75.8,60,87.14,81.48,3.7,73.07,52,3.8,50,No
2095,Myra Nair 1995,Finance,Accountant,62.3,60,59.25,93.38,3.3,80.94,44,3.8,7,No
2096,Cody Bright 1996,HR,Recruitment Specialist,64.7,40,62.28,74.27,4.4,93.96,36,4.6,69,No
2097,Kabir Mehta 1997,HR,HR Manager,45.8,60,67.85,72.57,4.5,85.86,47,4.4,58,No
2098,Avani Bhat 1998,Sales,Account Manager,95.3,60,77.02,73.97,4.9,84.27,36,3.9,60,No
2099,Shannon Clark 1999,IT,Software Engineer,83.3,80,61.77,73.0,4.2,84.08,49,4.9,57,No
2100,Kavya Menon 2000,Finance,Accountant,66.1,40,67.4,97.5,3.7,88.33,39,3.5,69,No
2101,Rohan Pillai 2001,IT,Software Engineer,61.2,60,89.49,93.51,3.6,86.29,45,4.9,11,No
2102,Sara Snyder 2002,IT,Tester,72.1,40,76.88,79.61,4.2,79.4,40,3.5,8,No
2103,Jasmine Gonzalez 2003,Finance,Financial Analyst,71.8,60,82.34,87.26,4.0,91.05,53,4.2,48,No
2104,Rohan Pillai 2004,Sales,Account Manager,56.7,40,65.64,98.26,3.8,74.38,49,3.8,82,No
2105,Peggy Mann 2005,Finance,Auditor,41.4,60,77.46,91.5,3.7,94.58,38,4.5,16,No
2106,Shannon Clark 2006,IT,Engineer,65.7,80,76.64,100.0,4.6,76.83,41,2.8,53,No
2107,Peter Mckee 2007,Marketing,Marketing Executive,53.2,60,70.05,87.2,3.6,88.38,51,3.4,43,No
2108,Ananya Singh 2008,IT,Engineer,74.1,60,77.49,83.41,4.7,82.68,44,4.3,31,No
2109,Navya Chopra 2009,Sales,Account Manager,74.1,60,59.08,80.43,4.0,80.19,51,4.5,34,No
2110,Sara Snyder 2010,HR,HR Executive,60.3,60,82.39,88.17,3.7,94.86,45,3.6,77,No
2111,Christopher Benson 2011,Marketing,SEO Analyst,65.6,60,74.01,94.55,3.4,89.94,50,4.6,48,No
2112,Connie Bailey 2012,Sales,Account Manager,93.2,60,75.43,88.69,3.8,83.53,41,3.6,53,No
2113,Norman Lane 2013,IT,Software Engineer,81.3,60,86.52,85.49,4.2,97.96,42,4.3,15,No
2114,Peggy Mann 2014,Finance,Financial Analyst,66.6,80,82.32,96.8,3.7,91.84,50,3.9,84,No
2115,Arjun Rao 2015,Sales,Sales Executive,99.5,80,74.82,91.7,4.4,77.56,50,3.1,11,Yes
2116,Manish Badami 2016,Support,Support Engineer,57.6,80,66.83,87.21,3.6,65.92,38,5.0,7,No
2117,Kabir Mehta 2017,IT,Cybersecurity Specialist,62.2,60,91.29,82.63,3.8,84.85,41,3.7,20,No
2118,Riya Mishra 2018,Support,Support Engineer,70.7,40,64.6,86.22,3.1,95.07,51,3.6,47,No
2119,Vihaan Verma 2019,Support,Helpdesk,53.6,80,84.29,91.31,4.2,88.89,37,3.8,7,No
2120,Taylor Morris 2020,Sales,Business Development,93.5,60,62.03,82.54,3.7,96.59,51,3.7,27,No
2121,Ashley Marsh 2021,Sales,Account Manager,74.2,60,87.18,79.36,4.8,79.21,45,4.1,79,No
2122,Rohan Pillai 2022,Finance,Financial Analyst,62.5,80,88.11,84.64,4.3,83.06,42,3.7,9,No
2123,Anna Dominguez 2023,Finance,Financial Analyst,77.4,80,58.87,87.66,4.0,83.26,53,3.7,51,No
2124,Meera Das 2024,IT,Engineer,73.8,60,82.49,97.54,4.6,85.93,41,4.3,14,No
2125,Reyansh Reddy 2025,HR,Recruitment Specialist,68.3,80,81.67,79.88,4.1,90.14,52,4.0,3,No
2126,Rohan Pillai 2026,Marketing,Content Strategist,57.5,60,85.03,89.59,4.5,97.06,49,4.3,78,No
2127,Joel Fuller 2027,Finance,Accountant,54.8,60,81.65,86.06,3.4,98.74,53,3.8,61,No
2128,Megan Williams 2028,IT,Data Analyst,98.2,60,68.38,86.4,4.2,97.33,37,4.2,3,No
2129,Jeffery Lopez 2029,Sales,Business Development,55.8,20,75.83,98.78,4.2,89.35,50,3.1,40,No
2130,Aditi Sen 2030,Sales,Sales Executive,92.4,60,94.65,88.57,3.0,81.26,49,4.7,72,No
2131,Vihaan Verma 2031,HR,HR Manager,61.9,80,66.92,81.61,4.8,85.81,39,3.8,54,No
2132,Christopher Benson 2032,IT,Tester,81.5,40,81.23,94.22,3.2,89.24,48,3.9,27,No
2133,Aarav Sharma 2033,Finance,Auditor,77.6,60,89.51,93.71,3.1,85.08,36,4.3,46,No
2134,Ishaan Malhotra 2034,Finance,Financial Analyst,80.0,60,68.09,80.99,2.2,76.69,38,4.1,8,No
2135,Manish Badami 2035,HR,Employee Relations,80.8,60,63.83,79.65,4.2,80.3,54,4.4,1,No
2136,Aarav Sharma 2036,Finance,Financial Analyst,52.7,60,65.34,90.87,2.9,90.94,47,4.8,66,No
2137,Saanvi Iyer 2037,Sales,Sales Executive,63.9,100,81.95,87.77,3.6,82.03,50,3.9,47,No
2138,Aditya Kumar 2038,IT,Tester,55.6,60,65.25,84.71,4.4,84.19,46,4.0,68,No
2139,Rita Walker 2039,Finance,Accountant,74.3,60,76.65,95.39,4.0,83.37,39,5.0,73,No
2140,Shannon Clark 2040,IT,Engineer,56.1,80,91.71,83.85,3.5,76.86,46,3.7,27,No
2141,Reyansh Reddy 2041,IT,Developer,48.2,60,77.49,90.95,2.9,82.63,42,3.6,78,No
2142,Anna Dominguez 2042,Marketing,Marketing Executive,69.2,40,70.22,96.22,3.8,80.34,39,4.5,13,No
2143,Troy Ford 2043,IT,Tester,45.5,60,79.25,85.63,4.4,78.47,37,4.6,45,No
2144,Brenda Bauer 2044,Sales,Account Manager,75.1,100,77.31,75.2,4.3,75.53,47,4.5,12,No
2145,Megan Williams 2045,IT,Engineer,56.9,60,82.53,85.18,5.0,83.2,38,3.6,15,No
2146,Navya Chopra 2046,IT,Engineer,61.9,60,94.19,89.32,3.5,88.95,42,3.9,39,No
2147,Vivaan Gupta 2047,Sales,Sales Executive,44.6,100,81.97,95.02,3.1,92.96,38,4.0,71,No
2148,Erin Massey 2048,Sales,Account Manager,91.8,80,98.34,84.35,4.1,72.85,41,3.8,80,Yes
2149,Ashley Marsh 2049,Marketing,SEO Analyst,54.4,60,82.55,100.0,4.0,96.85,37,4.1,29,No
2150,Ashley Marsh 2050,IT,Software Engineer,67.6,100,70.33,78.91,3.9,86.34,38,3.8,80,No
2151,Navya Chopra 2051,HR,HR Executive,50.5,40,100.0,89.15,3.5,74.98,42,4.9,64,No
2152,Nicole Roberts 2052,IT,Developer,62.0,80,76.75,86.33,2.3,80.77,47,3.4,57,No
2153,Rohan Pillai 2053,IT,Tester,93.0,60,67.45,97.43,3.3,68.98,47,5.0,47,No
2154,Sara Khan 2054,Finance,Auditor,75.6,60,100.0,77.68,4.2,71.03,43,3.3,48,No
2155,Myra Nair 2055,HR,Recruitment Specialist,63.3,60,70.67,90.98,4.1,97.77,54,5.0,1,No
2156,Sara Khan 2056,HR,Recruitment Specialist,71.6,20,70.28,86.29,4.5,78.41,54,4.6,13,No
2157,Christopher Benson 2057,HR,HR Manager,65.3,60,72.49,98.7,4.1,88.3,39,3.6,16,No
2158,Connie Bailey 2058,IT,Data Analyst,70.9,40,79.65,82.2,4.3,83.11,48,4.0,30,No
2159,Vivaan Gupta 2059,IT,Tester,80.9,40,87.31,90.91,4.4,84.14,39,4.4,9,No
2160,Aarav Sharma 2060,Sales,Business Development,68.0,60,51.51,82.13,3.9,86.94,37,4.4,69,No
2161,Sara Khan 2061,IT,Cybersecurity Specialist,74.6,80,87.27,89.32,3.9,67.33,35,3.9,36,No
2162,Arjun Rao 2062,Finance,Financial Analyst,74.8,60,72.45,85.41,2.2,94.55,44,3.4,63,No
2163,Ayaan Saxena 2063,Support,Support Engineer,68.1,60,73.87,85.3,3.5,83.21,49,4.6,29,No
2164,Sara Snyder 2064,Sales,Sales Executive,63.2,60,95.15,74.09,3.5,79.97,51,4.2,33,No
2165,Sara Khan 2065,Finance,Accountant,65.7,60,80.13,90.9,3.8,87.74,46,4.8,17,No
2166,Connie Bailey 2066,IT,Software Engineer,80.4,80,82.48,80.42,3.3,78.23,48,3.9,62,No
2167,Arjun Rao 2067,IT,Tester,81.4,80,77.51,80.18,4.5,85.67,38,4.1,48,No
2168,Brenda Bauer 2068,Sales,Sales Executive,58.3,60,85.64,77.11,3.4,82.68,45,4.9,55,No
2169,Aarav Sharma 2069,Marketing,Marketing Executive,68.9,100,94.18,80.61,4.6,89.69,49,4.1,57,No
2170,Connie Bailey 2070,HR,HR Executive,63.0,60,53.25,91.5,3.3,82.29,48,3.2,26,No
2171,Troy Ford 2071,HR,HR Executive,81.6,60,88.85,91.16,3.5,75.76,52,3.1,54,No
2172,Vivaan Gupta 2072,IT,Tester,66.3,60,93.47,92.65,3.5,86.9,43,3.0,84,No
2173,Troy Ford 2073,Marketing,Marketing Executive,98.4,60,83.01,80.81,3.6,81.84,49,3.5,18,No
2174,Taylor Morris 2074,IT,Cybersecurity Specialist,74.6,60,71.23,89.5,4.6,69.43,37,3.7,22,No
2175,Reyansh Reddy 2075,Finance,Auditor,86.2,60,66.48,83.69,3.7,85.58,54,4.5,46,No
2176,Nicole Roberts 2076,Finance,Accountant,59.8,60,100.0,94.68,3.7,79.7,47,4.6,78,No
2177,Shannon Clark 2077,HR,Employee Relations,72.1,100,68.95,90.98,3.5,86.77,36,2.7,65,No
2178,Ishaan Malhotra 2078,Support,Helpdesk,79.4,80,93.18,83.4,3.7,77.16,49,4.4,50,No
2179,Kabir Mehta 2079,Support,Helpdesk,59.6,60,81.91,95.28,4.0,74.35,48,3.8,83,No
2180,Megan Williams 2080,Marketing,Content Strategist,72.2,20,98.46,91.55,3.8,93.44,41,4.2,27,No
2181,Vihaan Verma 2081,Finance,Auditor,84.6,60,74.82,78.29,3.8,90.75,38,5.0,56,No
2182,Aditya Kumar 2082,Sales,Business Development,68.1,60,61.92,76.3,4.5,83.95,38,3.5,57,No
2183,Ayaan Saxena 2083,Sales,Business Development,61.8,80,78.02,78.57,4.1,87.5,44,4.3,14,No
2184,Rita Walker 2084,IT,Cybersecurity Specialist,93.6,80,63.14,99.54,3.2,90.48,53,4.6,15,Yes
2185,Aditya Kumar 2085,Sales,Business Development,57.9,80,100.0,80.89,3.8,83.92,47,4.0,46,No
2186,Kabir Mehta 2086,IT,Engineer,73.9,60,84.29,100.0,3.6,74.33,40,3.6,62,No
2187,Troy Ford 2087,IT,Tester,63.5,80,85.78,80.53,4.2,86.4,42,3.6,11,No
2188,Pari Joshi 2088,IT,Cybersecurity Specialist,60.8,20,85.79,79.78,4.0,92.02,44,3.7,42,No
2189,Norman Lane 2089,Sales,Account Manager,80.9,60,71.06,94.16,4.6,88.75,51,4.1,83,No
2190,Vivaan Gupta 2090,Sales,Account Manager,69.5,40,76.68,94.48,3.5,84.47,43,3.6,28,No
2191,Norman Lane 2091,Finance,Financial Analyst,76.9,80,79.1,91.89,3.8,88.52,48,4.4,48,No
2192,Peggy Mann 2092,Finance,Financial Analyst,44.9,80,97.44,92.73,3.3,82.21,54,4.3,2,No
2193,Cody Bright 2093,Sales,Business Development,78.0,60,66.43,82.39,3.9,92.35,39,3.0,68,No
2194,Christopher Benson 2094,HR,HR Manager,63.4,60,70.71,93.83,3.0,94.78,37,4.7,59,No
2195,Shannon Clark 2095,IT,Engineer,49.5,100,74.37,89.68,4.1,73.63,43,5.0,65,No
2196,Peter Mckee 2096,HR,HR Manager,94.6,60,71.26,85.44,3.9,92.93,46,3.7,25,No
2197,Kavya Menon 2097,HR,Recruitment Specialist,79.2,60,63.41,88.66,4.0,100.0,35,4.5,70,No
2198,Troy Ford 2098,IT,Developer,74.7,60,50.95,95.42,4.4,88.2,45,4.8,73,No
2199,Connie Bailey 2099,Sales,Sales Executive,87.0,60,59.73,90.74,4.0,91.87,39,4.4,68,No
2200,Diya Patel 2100,Sales,Business Development,75.0,100,88.99,72.9,3.1,78.82,53,4.3,46,No
2201,Ashley Marsh 2101,Marketing,Content Strategist,62.4,60,77.92,94.24,3.6,79.97,38,3.0,75,No
2202,Pari Joshi 2102,Marketing,Content Lead,69.9,40,86.36,93.7,3.9,82.32,46,3.8,41,No
2203,Taylor Morris 2103,IT,Engineer,63.9,40,72.17,85.35,3.7,80.78,50,3.9,30,No
2204,Aditya Kumar 2104,IT,Cybersecurity Specialist,66.0,20,77.02,88.82,3.8,73.51,50,4.8,21,No
2205,Meera Das 2105,Support,Support Engineer,56.9,60,94.13,88.79,4.9,82.62,35,3.2,16,No
2206,Joel Fuller 2106,Marketing,SEO Analyst,60.4,80,93.53,74.14,4.0,90.69,37,5.0,83,No
2207,Diya Patel 2107,Finance,Accountant,82.7,60,87.42,85.19,4.1,73.61,54,5.0,19,No
2208,Vivaan Gupta 2108,IT,Engineer,76.0,100,80.02,85.46,2.7,85.43,49,3.4,7,No
2209,Rita Walker 2109,Finance,Financial Analyst,66.0,80,83.18,86.89,4.3,85.19,54,3.3,48,No
2210,Kabir Mehta 2110,HR,HR Executive,59.7,60,81.71,84.32,5.0,81.59,51,4.6,37,No
2211,Navya Chopra 2111,Sales,Business Development,67.1,60,76.33,92.64,4.7,87.97,38,3.8,52,No
2212,Sara Khan 2112,Sales,Sales Executive,51.8,60,73.96,82.34,3.6,87.22,37,3.9,27,No
2213,Kabir Mehta 2113,Sales,Business Development,73.5,40,89.22,94.37,5.0,81.02,45,4.6,76,No
2214,Peter Mckee 2114,HR,HR Manager,83.3,60,65.04,92.31,3.9,92.49,35,3.3,28,No
2215,Rohan Pillai 2115,Sales,Account Manager,100.0,60,92.87,97.52,4.1,88.48,39,4.6,71,No
2216,Anna Dominguez 2116,Sales,Business Development,58.8,60,75.25,100.0,3.7,96.59,38,3.3,10,No
2217,Devansh Banerjee 2117,HR,Recruitment Specialist,82.8,60,64.86,100.0,3.7,83.47,54,3.2,46,No
2218,Aarav Sharma 2118,Sales,Account Manager,63.5,60,72.54,79.7,2.6,81.43,42,4.5,44,No
2219,Vihaan Verma 2119,IT,Software Engineer,58.5,60,69.26,90.41,4.4,82.33,45,4.4,17,No
2220,Vihaan Verma 2120,Finance,Auditor,58.5,60,72.24,82.98,3.7,93.43,45,2.7,49,No
2221,Nicole Roberts 2121,Sales,Account Manager,73.7,40,72.06,100.0,3.8,82.81,52,4.5,48,No
2222,Jeffery Lopez 2122,Finance,Financial Analyst,60.8,60,71.66,92.3,4.1,83.3,44,5.0,21,No
2223,Anna Dominguez 2123,Sales,Business Development,64.7,60,74.92,97.91,3.7,99.69,47,4.1,44,No
2224,Judith Ware 2124,Finance,Auditor,66.7,80,77.35,91.05,4.1,73.24,54,4.8,60,No
2225,Navya Chopra 2125,HR,HR Executive,63.1,40,85.64,69.55,4.6,86.85,50,3.9,20,No
2226,Devansh Banerjee 2126,IT,Developer,62.2,60,75.55,82.52,4.1,83.51,51,4.7,70,No
2227,Jeffery Lopez 2127,IT,Cybersecurity Specialist,42.9,60,81.26,83.2,3.8,82.0,52,2.4,60,No
2228,Connie Bailey 2128,HR,HR Manager,73.0,40,78.08,85.27,3.8,76.37,37,3.6,75,No
2229,Peggy Mann 2129,IT,Data Analyst,72.8,60,83.41,90.52,4.0,78.69,35,5.0,35,No
2230,Ashley Marsh 2130,Sales,Business Development,62.4,60,78.47,91.51,3.4,80.74,36,4.9,23,No
2231,Christopher Benson 2131,HR,Employee Relations,76.3,60,71.53,69.61,4.0,87.97,40,3.8,31,No
2232,Ananya Singh 2132,HR,Employee Relations,88.8,40,68.82,86.34,4.3,90.82,52,4.0,58,No
2233,Anna Dominguez 2133,Sales,Account Manager,72.3,60,80.1,84.6,4.0,69.77,51,3.3,74,No
2234,Avani Bhat 2134,Sales,Business Development,88.0,60,90.73,97.67,3.6,74.39,48,4.0,81,No
2235,Ananya Singh 2135,Marketing,Content Strategist,98.9,60,75.71,92.15,3.7,88.38,51,3.0,4,No
2236,Rita Walker 2136,Sales,Sales Executive,100.0,80,70.99,86.72,4.3,89.06,43,4.3,15,Yes
2237,Vihaan Verma 2137,Support,Support Engineer,57.7,40,75.44,89.57,3.2,72.29,53,3.7,10,No
2238,Norman Lane 2138,Sales,Sales Executive,57.8,60,72.39,76.19,3.4,90.99,36,4.4,34,No
2239,Sara Snyder 2139,Finance,Financial Analyst,66.7,60,71.33,92.63,2.9,83.89,37,3.7,74,No
2240,Erin Massey 2140,Sales,Business Development,73.5,60,63.56,85.23,3.9,89.98,50,3.6,41,No
2241,Ananya Singh 2141,Sales,Account Manager,91.0,60,75.56,82.35,4.4,77.19,50,4.5,80,No
2242,Saanvi Iyer 2142,HR,Recruitment Specialist,79.5,60,80.36,97.2,4.7,72.88,35,3.7,9,No
2243,Ayaan Saxena 2143,Support,Support Engineer,57.6,20,67.18,89.92,4.8,81.53,53,3.8,81,No
2244,Riya Mishra 2144,Marketing,Marketing Executive,64.7,40,69.22,83.34,3.5,81.89,52,4.9,7,No
