Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
50,Yes,Travel_Rarely,743,Research & Development,10,2,Human Resources,1,1964,1,Male,47,3,1,Developer,4,Married,3321,5430,1,Y,Yes,13,3,2,80,3,10,3,2,10,8,9,10
46,No,Travel_Rarely,537,Research & Development,7,3,Medical,1,1965,1,Female,95,1,3,HR Executive,4,Single,14150,22403,6,Y,Yes,25,4,4,80,2,6,4,4,1,1,0,0
30,No,Non-Travel,333,Research & Development,27,1,Medical,1,1966,3,Female,64,3,1,Recruitment Specialist,1,Single,5529,9404,4,Y,Yes,22,3,4,80,3,7,3,2,1,1,0,0
49,No,Travel_Rarely,409,Sales,12,4,Life Sciences,1,1967,2,Male,35,3,2,Business Development,4,Married,8145,4802,5,Y,Yes,18,3,4,80,0,16,3,2,15,15,1,13
36,No,Travel_Rarely,105,Research & Development,2,1,Medical,1,1968,2,Female,32,2,2,Helpdesk,3,Married,12933,20515,5,Y,No,14,3,2,80,3,10,3,2,8,5,4,8
56,No,Travel_Rarely,490,Research & Development,28,3,Life Sciences,1,1969,3,Female,64,4,2,Data Analyst,2,Single,9096,24522,9,Y,Yes,17,4,2,80,0,12,1,2,11,10,8,9
40,No,Travel_Frequently,901,Research & Development,9,1,Human Resources,1,1970,4,Male,95,2,1,Employee Relations,1,Divorced,13037,26911,2,Y,Yes,24,3,1,80,0,19,1,4,14,12,4,13
57,No,Travel_Rarely,167,Sales,5,3,Technical Degree,1,1971,1,Male,95,2,1,Account Manager,3,Married,9308,17305,8,Y,Yes,12,3,2,80,1,13,6,2,13,10,9,11
42,No,Travel_Rarely,624,Research & Development,5,4,Technical Degree,1,1972,2,Male,80,4,1,Developer,3,Married,3496,13525,2,Y,No,15,3,3,80,2,15,0,4,9,9,1,7
27,No,Travel_Rarely,812,Research & Development,14,3,Marketing,1,1973,2,Other,63,2,3,Auditor,2,Married,4721,21709,1,Y,Yes,22,3,1,80,3,16,2,4,7,5,6,5
43,Yes,Travel_Rarely,904,Research & Development,19,3,Other,1,1974,4,Male,68,1,1,Developer,1,Single,3450,24998,1,Y,Yes,15,3,3,80,1,14,5,4,13,11,5,13
49,No,Non-Travel,521,Research & Development,26,3,Marketing,1,1975,1,Male,78,4,2,Tester,3,Married,3018,26639,6,Y,No,21,2,2,80,0,7,5,3,3,1,2,1
36,No,Travel_Frequently,817,Research & Development,18,2,Marketing,1,1976,2,Male,76,3,2,Data Analyst,4,Married,14855,22281,6,Y,Yes,15,3,4,80,0,12,4,3,12,11,7,11
58,No,Travel_Frequently,328,Sales,8,4,Technical Degree,1,1977,4,Male,65,3,1,Account Manager,3,Married,15120,4301,1,Y,No,19,3,4,80,1,15,6,4,6,4,1,6
48,No,Travel_Frequently,1026,Research & Development,29,2,Medical,1,1978,1,Female,51,3,2,SEO Specialist,2,Married,4356,7528,3,Y,No,23,3,1,80,0,12,6,4,3,1,0,2
58,No,Travel_Rarely,1489,Sales,25,3,Life Sciences,1,1979,4,Female,73,3,2,Sales Executive,3,Divorced,12116,15948,4,Y,Yes,19,3,3,80,0,16,4,3,10,9,1,10
51,No,Travel_Rarely,822,Sales,3,2,Technical Degree,1,1980,1,Male,96,4,1,Business Development,1,Married,10617,17316,1,Y,Yes,12,3,1,80,2,8,1,4,4,3,2,4
34,No,Travel_Rarely,927,Sales,28,2,Marketing,1,1981,2,Female,90,3,2,Business Development,3,Married,6956,25604,7,Y,No,20,4,1,80,0,16,1,3,12,12,6,12
53,No,Travel_Rarely,1114,Research & Development,14,2,Marketing,1,1982,2,Female,38,3,1,Content Strategist,3,Divorced,6629,18767,5,Y,Yes,22,4,4,80,1,11,0,3,4,2,3,2
29,No,Travel_Rarely,368,Research & Development,11,3,Other,1,1983,1,Female,77,2,1,Auditor,2,Divorced,14410,10316,4,Y,No,19,4,2,80,1,10,4,4,3,3,2,3
47,No,Non-Travel,1016,Research & Development,29,3,Medical,1,1984,4,Other,47,2,2,Cybersecurity Specialist,3,Married,9122,20963,7,Y,No,11,3,1,80,3,17,4,4,10,10,9,8
44,No,Travel_Rarely,1218,Research & Development,8,3,Marketing,1,1985,3,Female,58,3,2,Software Engineer,3,Married,5014,22456,5,Y,No,15,3,4,80,1,8,6,4,6,4,5,5
33,No,Non-Travel,271,Research & Development,22,2,Marketing,1,1986,3,Male,77,3,1,Software Engineer,1,Divorced,5591,8786,8,Y,Yes,25,3,3,80,0,12,0,2,5,4,4,5
46,No,Non-Travel,895,Research & Development,12,1,Life Sciences,1,1987,4,Female,41,2,3,Engineer,2,Married,8037,14735,6,Y,No,20,1,1,80,1,15,5,4,11,8,8,11
49,No,Travel_Frequently,1094,Research & Development,11,4,Medical,1,1988,2,Male,68,4,2,Support Engineer,2,Married,7436,11094,7,Y,Yes,11,4,1,80,0,9,0,3,9,6,7,9
48,No,Travel_Rarely,1058,Research & Development,9,4,Human Resources,1,1989,1,Male,52,2,2,Auditor,2,Single,9149,22738,9,Y,Yes,13,4,2,80,0,12,6,3,9,9,1,9
48,No,Travel_Frequently,1446,Sales,26,1,Human Resources,1,1990,4,Female,48,2,1,Account Manager,2,Divorced,7466,24442,6,Y,No,20,3,2,80,1,7,6,4,3,2,1,2
28,No,Travel_Rarely,987,Research & Development,4,3,Marketing,1,1991,1,Other,53,2,5,Helpdesk,4,Married,13098,20667,6,Y,Yes,22,2,2,80,2,20,3,4,13,13,6,11
43,No,Travel_Rarely,349,Research & Development,19,3,Marketing,1,1992,1,Male,73,3,3,Engineer,4,Divorced,11384,24316,7,Y,No,22,5,2,80,3,18,0,4,9,7,2,8
49,No,Travel_Rarely,166,Research & Development,7,4,Life Sciences,1,1993,3,Female,78,1,1,Engineer,4,Married,7753,18197,5,Y,No,16,4,2,80,1,14,3,4,13,13,0,11
25,No,Travel_Rarely,885,Research & Development,17,4,Human Resources,1,1994,2,Female,33,4,1,Marketing Executive,2,Divorced,4290,20644,9,Y,No,20,3,4,80,1,17,5,3,12,9,8,10
27,No,Travel_Rarely,1158,Research & Development,16,4,Medical,1,1995,2,Female,91,4,3,Content Lead,2,Single,12793,12667,3,Y,No,19,2,1,80,1,6,4,2,3,0,1,3
56,No,Travel_Rarely,480,Research & Development,19,4,Medical,1,1996,3,Male,47,2,2,Content Lead,4,Divorced,13872,6863,8,Y,No,14,3,4,80,2,6,3,3,4,1,2,3
47,No,Non-Travel,738,Research & Development,23,2,Technical Degree,1,1997,4,Female,89,3,1,Software Engineer,2,Divorced,14743,18809,7,Y,No,12,2,4,80,0,9,2,3,1,0,0,0
22,No,Travel_Rarely,1208,Research & Development,12,4,Other,1,1998,1,Female,93,2,1,Engineer,3,Divorced,4449,9353,3,Y,Yes,15,3,2,80,1,9,1,3,5,5,2,3
45,No,Travel_Rarely,822,Research & Development,7,3,Technical Degree,1,1999,3,Male,49,3,2,HR Manager,1,Married,10749,5635,2,Y,No,11,3,1,80,0,13,6,4,12,12,0,12
29,No,Travel_Rarely,339,Research & Development,25,1,Medical,1,2000,3,Female,81,3,2,Software Engineer,2,Divorced,7861,11667,8,Y,Yes,20,4,2,80,0,11,3,3,9,6,5,8
47,No,Travel_Rarely,1425,Sales,14,3,Technical Degree,1,2001,2,Female,65,4,3,Sales Executive,3,Single,6469,10112,4,Y,Yes,23,3,2,80,2,23,6,4,15,14,3,15
21,No,Travel_Frequently,139,Sales,26,4,Other,1,2002,4,Male,91,1,2,Sales Executive,3,Single,4696,10331,7,Y,No,17,3,3,80,0,9,2,4,2,0,1,0
43,No,Travel_Rarely,833,Research & Development,25,4,Other,1,2003,3,Female,77,4,3,Financial Analyst,4,Divorced,9830,25090,8,Y,Yes,21,2,2,80,0,9,0,3,4,1,0,4
30,No,Non-Travel,923,Research & Development,11,2,Life Sciences,1,2004,1,Male,86,4,1,Financial Analyst,1,Married,7249,12350,5,Y,Yes,25,3,2,80,2,17,6,1,10,8,3,9
45,No,Travel_Frequently,254,Sales,11,3,Marketing,1,2005,3,Other,86,3,2,Sales Executive,2,Single,11502,21425,8,Y,Yes,22,4,4,80,1,2,0,4,2,1,1,2
23,No,Travel_Rarely,1271,Sales,7,4,Medical,1,2006,1,Female,70,3,4,Sales Executive,2,Married,12934,23638,9,Y,Yes,12,3,4,80,1,15,0,3,14,12,6,13
26,No,Travel_Rarely,817,Sales,11,2,Human Resources,1,2007,4,Male,82,3,1,Account Manager,1,Married,3628,2114,2,Y,Yes,25,3,1,80,0,13,0,4,8,5,6,6
26,No,Travel_Rarely,924,Sales,3,3,Human Resources,1,2008,3,Male,91,1,3,Sales Executive,3,Married,13944,7562,5,Y,No,18,3,1,80,1,13,6,3,9,7,0,7
22,No,Travel_Rarely,1135,Research & Development,15,3,Medical,1,2009,1,Male,58,3,3,Tester,2,Single,14948,2039,9,Y,No,24,3,2,80,0,3,2,4,3,3,1,2
38,No,Travel_Rarely,111,Research & Development,3,3,Technical Degree,1,2010,2,Female,68,3,3,Recruitment Specialist,2,Married,7401,21889,8,Y,No,19,2,2,80,1,16,6,4,13,12,8,13
43,Yes,Travel_Frequently,1240,Research & Development,21,2,Technical Degree,1,2011,2,Female,39,2,1,HR Executive,1,Divorced,7008,18493,1,Y,Yes,23,3,3,80,0,22,1,2,15,12,5,14
22,No,Travel_Rarely,207,Research & Development,9,3,Medical,1,2012,3,Male,90,3,2,Support Engineer,3,Divorced,13686,18920,2,Y,No,12,2,3,80,1,17,5,1,9,6,1,8
32,No,Travel_Rarely,138,Research & Development,17,4,Medical,1,2013,2,Female,85,2,1,Content Strategist,3,Married,11221,12970,6,Y,No,12,4,4,80,0,6,5,3,6,5,2,4
42,No,Travel_Rarely,833,Research & Development,17,3,Medical,1,2014,3,Male,38,3,1,Cybersecurity Specialist,3,Married,7594,8079,4,Y,No,23,2,1,80,1,7,3,4,6,4,2,6
57,No,Travel_Rarely,147,Research & Development,25,4,Life Sciences,1,2015,1,Male,79,3,5,Financial Analyst,2,Married,13391,9522,8,Y,Yes,24,2,1,80,2,9,1,4,7,7,4,6
40,No,Non-Travel,446,Research & Development,12,3,Human Resources,1,2016,1,Female,41,2,2,HR Manager,3,Married,11707,23035,0,Y,No,20,3,1,80,1,18,3,2,12,12,2,11
59,No,Travel_Frequently,934,Research & Development,7,2,Life Sciences,1,2017,4,Male,31,2,3,Engineer,1,Single,7331,4048,7,Y,No,19,4,4,80,0,9,1,3,5,3,4,5
44,No,Travel_Rarely,867,Research & Development,11,3,Other,1,2018,2,Male,46,4,3,Engineer,4,Married,7751,24096,5,Y,Yes,22,5,1,80,3,7,2,1,6,6,2,4
40,No,Travel_Frequently,964,Research & Development,29,2,Life Sciences,1,2019,4,Female,64,3,2,Accountant,4,Married,8233,15188,1,Y,No,18,4,4,80,1,13,6,3,11,10,2,9
21,No,Travel_Rarely,904,Research & Development,14,4,Marketing,1,2020,3,Male,75,3,5,Content Strategist,1,Single,7233,7547,5,Y,No,17,3,4,80,0,8,2,2,1,1,0,1
21,No,Travel_Rarely,1035,Research & Development,20,2,Life Sciences,1,2021,1,Female,96,3,3,Software Engineer,1,Married,15226,23817,0,Y,No,11,3,1,80,0,6,0,2,3,1,2,1
37,No,Travel_Rarely,1108,Research & Development,1,3,Other,1,2022,3,Male,99,1,2,SEO Specialist,1,Divorced,9285,17967,6,Y,Yes,19,4,3,80,0,21,4,4,12,10,4,10
21,Yes,Travel_Rarely,883,Research & Development,6,3,Human Resources,1,2023,4,Male,64,1,1,SEO Specialist,3,Single,3536,9468,8,Y,Yes,14,4,3,80,0,17,2,4,9,6,4,9
50,No,Travel_Rarely,1043,Sales,25,4,Technical Degree,1,2024,2,Male,63,3,1,Business Development,1,Married,5419,9609,2,Y,No,16,3,1,80,0,17,6,3,12,11,8,12
23,No,Travel_Rarely,117,Research & Development,22,2,Human Resources,1,2025,3,Female,40,4,2,Cybersecurity Specialist,2,Married,8463,18040,3,Y,Yes,12,3,3,80,3,12,6,3,5,5,0,3
31,No,Travel_Rarely,1250,Research & Development,21,1,Medical,1,2026,4,Female,32,3,2,Content Strategist,4,Single,4944,23666,5,Y,No,23,3,3,80,0,14,2,4,5,2,0,3
44,No,Travel_Rarely,1455,Research & Development,17,2,Other,1,2027,2,Male,39,4,3,Auditor,2,Married,8547,7795,4,Y,No,15,4,4,80,1,13,0,3,8,5,2,7
42,No,Travel_Rarely,909,Research & Development,25,4,Medical,1,2028,3,Male,41,1,1,Developer,2,Single,13706,5625,1,Y,Yes,21,3,4,80,1,12,4,2,11,8,8,9
46,No,Travel_Rarely,1125,Research & Development,9,2,Medical,1,2029,4,Male,80,3,3,HR Manager,3,Married,9831,18073,7,Y,No,11,3,1,80,1,20,2,4,11,9,4,10
33,No,Travel_Rarely,1176,Research & Development,1,2,Life Sciences,1,2030,4,Other,88,2,2,Auditor,3,Divorced,3260,22481,9,Y,Yes,22,5,2,80,3,20,2,4,13,12,3,13
21,No,Travel_Rarely,1082,Research & Development,12,2,Other,1,2031,2,Male,31,3,2,Auditor,4,Married,4300,25313,9,Y,No,15,3,1,80,3,8,6,2,2,1,1,1
44,No,Travel_Rarely,1183,Research & Development,20,3,Marketing,1,2032,3,Female,31,2,1,Auditor,3,Single,8411,13426,9,Y,No,22,3,1,80,1,16,1,3,13,11,8,11
30,No,Travel_Frequently,1059,Sales,28,1,Technical Degree,1,2033,3,Male,34,3,4,Account Manager,3,Married,6466,24506,7,Y,No,18,3,4,80,2,12,3,1,7,6,5,6
55,Yes,Travel_Rarely,1420,Research & Development,17,2,Life Sciences,1,2034,4,Male,51,3,2,Cybersecurity Specialist,4,Single,9936,11493,1,Y,Yes,15,2,1,80,0,17,6,3,9,6,8,7
44,No,Non-Travel,956,Research & Development,26,2,Medical,1,2035,3,Female,62,3,3,Data Analyst,1,Married,6395,6918,1,Y,No,17,3,3,80,1,7,3,2,7,6,4,5
48,No,Travel_Rarely,871,Sales,4,3,Human Resources,1,2036,2,Male,98,2,1,Sales Executive,4,Married,13455,11134,9,Y,Yes,22,3,1,80,0,20,6,2,12,12,3,10
56,No,Travel_Rarely,1400,Research & Development,23,3,Medical,1,2037,4,Other,57,2,1,Auditor,4,Divorced,10164,16999,6,Y,Yes,18,3,2,80,1,14,6,3,5,3,4,5
36,Yes,Travel_Rarely,743,Sales,8,3,Human Resources,1,2038,4,Female,87,2,2,Sales Executive,1,Married,4391,8175,2,Y,Yes,11,3,4,80,0,16,5,3,13,10,7,12
36,No,Travel_Rarely,359,Research & Development,19,4,Technical Degree,1,2039,3,Female,43,3,5,Tester,1,Married,10793,26560,8,Y,Yes,18,1,4,80,0,6,1,3,6,3,4,5
37,No,Travel_Frequently,1255,Sales,19,5,Medical,1,2040,4,Male,79,2,2,Sales Executive,4,Married,11072,18612,5,Y,Yes,21,5,1,80,0,11,6,3,4,2,1,3
35,No,Non-Travel,1359,Sales,26,3,Other,1,2041,2,Female,70,2,2,Account Manager,1,Married,8235,13632,2,Y,No,21,4,1,80,1,21,5,4,14,14,4,13
36,No,Travel_Frequently,154,Research & Development,5,4,Other,1,2042,1,Male,44,3,2,SEO Analyst,1,Divorced,14632,2777,5,Y,Yes,11,3,2,80,0,20,5,4,12,9,9,10
35,No,Travel_Rarely,1206,Research & Development,11,3,Technical Degree,1,2043,4,Male,97,2,1,Marketing Executive,4,Single,13789,2370,7,Y,Yes,18,4,3,80,2,16,3,4,7,4,2,6
54,No,Travel_Rarely,609,Research & Development,6,4,Medical,1,2044,3,Female,72,3,2,Financial Analyst,1,Divorced,6700,18485,6,Y,No,25,3,3,80,3,1,0,4,1,0,0,0
31,No,Travel_Rarely,1411,Sales,13,3,Medical,1,2045,3,Male,84,1,1,Sales Executive,2,Married,14849,21626,6,Y,No,24,4,4,80,0,5,6,4,4,2,2,4
21,No,Travel_Rarely,1437,Sales,19,3,Human Resources,1,2046,2,Female,78,4,1,Business Development,3,Married,13197,8662,4,Y,No,25,3,1,80,2,8,4,3,3,1,2,3
35,No,Travel_Rarely,556,Research & Development,6,3,Marketing,1,2047,3,Female,47,3,2,Software Engineer,3,Married,15024,15103,9,Y,No,24,4,4,80,1,17,2,1,13,11,5,12
46,Yes,Travel_Rarely,1029,Research & Development,26,4,Other,1,2048,3,Female,54,3,1,Developer,4,Married,3051,24772,3,Y,Yes,20,2,2,80,2,6,3,3,4,2,1,4
24,No,Travel_Frequently,1314,Research & Development,28,2,Human Resources,1,2049,1,Male,41,4,3,Accountant,1,Married,6501,6684,7,Y,Yes,12,3,3,80,0,3,2,4,1,0,0,1
25,No,Travel_Rarely,316,Research & Development,23,2,Life Sciences,1,2050,4,Female,84,4,1,Auditor,2,Married,4939,26470,8,Y,No,14,4,3,80,3,20,1,4,12,11,5,12
55,No,Travel_Frequently,344,Research & Development,13,3,Technical Degree,1,2051,3,Female,76,2,1,Marketing Executive,1,Married,8936,21146,1,Y,No,11,1,2,80,3,13,6,3,13,13,5,11
33,No,Travel_Rarely,877,Research & Development,6,2,Technical Degree,1,2052,3,Other,96,2,2,Developer,1,Married,11774,9138,4,Y,No,11,2,2,80,0,5,1,3,2,2,1,2
30,No,Travel_Rarely,1155,Research & Development,16,3,Marketing,1,2053,1,Other,93,2,4,Developer,1,Married,4413,20567,6,Y,No,14,3,4,80,0,18,3,3,12,12,4,12
31,No,Travel_Rarely,360,Research & Development,22,2,Medical,1,2054,4,Female,89,2,2,SEO Specialist,4,Married,5293,6566,4,Y,No,25,3,4,80,1,15,1,3,11,10,0,10
38,No,Travel_Rarely,256,Research & Development,29,2,Technical Degree,1,2055,2,Female,72,3,1,Cybersecurity Specialist,3,Divorced,14668,12246,7,Y,No,22,2,2,80,1,21,3,3,13,12,7,12
54,No,Non-Travel,1258,Research & Development,18,4,Marketing,1,2056,1,Male,66,3,2,Engineer,3,Single,5130,10969,7,Y,No,23,3,4,80,3,18,0,3,9,6,8,7
59,No,Travel_Rarely,1389,Research & Development,29,3,Life Sciences,1,2057,1,Male,61,4,1,Financial Analyst,2,Single,8142,10587,4,Y,Yes,21,3,4,80,2,22,3,4,15,12,0,15
43,No,Travel_Frequently,494,Sales,11,3,Technical Degree,1,2058,3,Other,81,3,1,Account Manager,2,Divorced,13433,18862,7,Y,Yes,23,2,3,80,2,7,1,2,7,4,4,6
27,No,Travel_Rarely,1176,Research & Development,20,2,Life Sciences,1,2059,3,Female,82,3,1,Financial Analyst,1,Divorced,4796,9626,1,Y,Yes,14,4,1,80,1,20,0,4,13,10,5,11
59,No,Travel_Frequently,411,Research & Development,17,2,Other,1,2060,2,Female,85,2,2,Financial Analyst,2,Married,7782,10345,4,Y,Yes,14,3,2,80,0,15,5,3,6,4,3,5
23,No,Travel_Frequently,139,Research & Development,10,4,Human Resources,1,2061,2,Male,31,3,1,Tester,2,Single,13397,26580,4,Y,No,18,3,1,80,3,11,0,2,2,1,1,1
32,No,Travel_Rarely,1309,Research & Development,16,4,Technical Degree,1,2062,2,Male,77,3,1,Tester,2,Divorced,6675,10114,8,Y,No,14,3,2,80,1,5,3,4,1,1,0,1
27,No,Travel_Rarely,346,Research & Development,29,3,Technical Degree,1,2063,1,Male,45,3,1,Cybersecurity Specialist,1,Married,7733,24190,9,Y,Yes,25,3,2,80,0,7,2,4,2,2,0,1
46,No,Travel_Frequently,1080,Research & Development,5,5,Medical,1,2064,1,Male,65,3,2,Tester,1,Divorced,4958,2774,1,Y,No,15,4,4,80,0,7,2,4,7,6,1,7
53,No,Non-Travel,687,Research & Development,29,4,Life Sciences,1,2065,1,Male,39,2,1,Cybersecurity Specialist,3,Single,10521,19699,2,Y,No,21,2,4,80,0,6,1,4,2,0,0,2
57,No,Travel_Frequently,1063,Sales,29,5,Human Resources,1,2066,2,Female,47,2,1,Sales Executive,4,Single,3209,9686,9,Y,Yes,22,4,2,80,0,6,6,2,3,3,1,2
35,No,Non-Travel,703,Research & Development,10,3,Marketing,1,2067,4,Male,31,2,2,Auditor,1,Married,3287,17657,8,Y,No,20,4,2,80,1,16,6,3,8,7,5,6
22,No,Travel_Frequently,832,Research & Development,3,2,Human Resources,1,2068,2,Female,69,3,3,Auditor,3,Divorced,4822,26829,5,Y,Yes,21,4,4,80,1,10,6,4,7,4,3,6
27,No,Travel_Frequently,725,Sales,19,3,Technical Degree,1,2069,3,Male,71,2,1,Sales Executive,2,Divorced,9076,20787,5,Y,No,12,2,4,80,1,17,5,2,12,12,6,10
52,No,Non-Travel,1350,Research & Development,4,3,Other,1,2070,1,Other,54,2,2,Tester,2,Married,4060,8897,9,Y,No,20,2,1,80,3,20,3,2,11,8,5,10
24,No,Travel_Rarely,1332,Sales,12,2,Life Sciences,1,2071,3,Male,30,4,3,Account Manager,4,Single,13614,5253,3,Y,Yes,21,3,3,80,1,13,2,3,11,9,2,11
40,No,Travel_Frequently,883,Research & Development,25,4,Technical Degree,1,2072,2,Female,45,2,3,SEO Analyst,1,Single,8672,5028,2,Y,No,20,2,3,80,0,22,6,2,14,14,8,12
56,No,Travel_Rarely,1448,Research & Development,27,1,Marketing,1,2073,3,Female,71,2,1,Data Analyst,4,Divorced,11171,9158,7,Y,No,19,2,1,80,0,18,3,3,11,11,3,10
52,No,Travel_Rarely,739,Research & Development,22,3,Marketing,1,2074,1,Female,66,3,2,HR Executive,3,Married,13297,2578,0,Y,Yes,17,2,2,80,1,17,2,3,9,8,4,8
48,No,Travel_Frequently,1465,Research & Development,10,2,Technical Degree,1,2075,4,Female,66,4,3,Data Analyst,4,Divorced,12684,10294,8,Y,Yes,23,3,4,80,1,21,0,4,12,12,2,12
33,No,Non-Travel,859,Research & Development,11,3,Other,1,2076,4,Male,35,1,1,Tester,4,Married,5038,19677,0,Y,Yes,22,1,2,80,0,9,3,2,4,4,3,3
21,Yes,Travel_Rarely,372,Research & Development,8,2,Technical Degree,1,2077,2,Male,51,4,1,Tester,2,Single,7899,20426,1,Y,Yes,11,2,3,80,0,14,6,3,7,6,2,7
55,No,Travel_Rarely,430,Sales,27,4,Technical Degree,1,2078,4,Male,75,2,2,Business Development,2,Married,10927,6440,3,Y,No,14,4,4,80,0,1,2,2,1,1,0,0
50,No,Travel_Frequently,569,Research & Development,12,3,Life Sciences,1,2079,1,Female,69,2,1,Recruitment Specialist,2,Married,14531,25524,4,Y,No,17,2,1,80,3,11,4,4,11,10,6,10
56,No,Travel_Rarely,527,Research & Development,14,4,Medical,1,2080,2,Female,83,3,1,Accountant,3,Married,11857,20404,3,Y,No,22,3,1,80,0,20,1,4,11,9,6,10
45,No,Travel_Rarely,399,Research & Development,21,5,Marketing,1,2081,1,Female,75,3,2,Developer,3,Divorced,3989,17951,9,Y,Yes,19,3,3,80,0,5,1,4,2,0,1,2
36,No,Travel_Rarely,839,Research & Development,29,3,Life Sciences,1,2082,3,Female,65,4,3,Developer,1,Married,5184,20638,9,Y,Yes,14,5,2,80,1,7,3,4,7,5,6,7
39,No,Non-Travel,908,Sales,22,5,Marketing,1,2083,2,Male,70,2,2,Account Manager,1,Married,5931,11711,7,Y,No,17,4,2,80,0,21,4,3,15,13,2,14
21,No,Travel_Rarely,593,Research & Development,3,1,Technical Degree,1,2084,4,Male,96,3,4,Cybersecurity Specialist,2,Single,9565,21863,8,Y,Yes,18,3,2,80,1,5,0,3,2,0,0,0
25,No,Travel_Rarely,333,Research & Development,27,2,Marketing,1,2085,1,Other,52,2,1,SEO Analyst,2,Married,3454,14840,4,Y,Yes,18,4,3,80,1,6,1,4,6,4,1,6
42,No,Travel_Rarely,971,Sales,11,2,Other,1,2086,2,Male,72,4,3,Business Development,4,Married,14401,16023,1,Y,Yes,13,3,3,80,0,13,6,4,13,12,0,11
44,No,Travel_Rarely,1306,Sales,27,2,Other,1,2087,2,Male,90,2,2,Sales Executive,1,Single,5672,6345,0,Y,No,23,3,3,80,0,15,3,4,10,9,4,8
57,No,Travel_Rarely,870,Research & Development,7,4,Other,1,2088,4,Female,46,3,3,Cybersecurity Specialist,4,Married,14657,20741,8,Y,Yes,25,3,2,80,1,17,5,2,12,12,3,10
56,No,Travel_Rarely,190,Research & Development,28,1,Human Resources,1,2089,1,Female,94,2,1,Developer,3,Married,12521,26193,4,Y,No,25,3,1,80,2,14,1,4,9,9,1,9
56,No,Non-Travel,1232,Research & Development,27,3,Marketing,1,2090,3,Male,32,4,2,Cybersecurity Specialist,3,Single,11108,3660,2,Y,No,25,3,2,80,1,19,3,1,11,9,0,11
24,No,Travel_Rarely,851,Research & Development,15,3,Other,1,2091,4,Male,59,1,3,Software Engineer,3,Single,14478,16441,3,Y,Yes,22,3,3,80,2,11,5,2,5,3,2,3
56,No,Travel_Rarely,604,Research & Development,11,3,Human Resources,1,2092,2,Male,50,2,3,HR Executive,1,Single,8743,21801,0,Y,No,15,3,4,80,2,16,4,2,10,10,5,10
38,No,Travel_Rarely,1136,Research & Development,25,3,Life Sciences,1,2093,1,Female,45,3,2,Cybersecurity Specialist,3,Divorced,10431,15713,7,Y,No,17,2,3,80,1,7,2,4,7,5,4,6
36,No,Travel_Frequently,278,Research & Development,25,4,Life Sciences,1,2094,2,Other,91,4,3,Auditor,1,Married,9162,16865,0,Y,No,16,3,4,80,1,20,6,4,13,12,1,11
38,No,Travel_Rarely,281,Research & Development,7,2,Other,1,2095,4,Female,89,4,3,Accountant,2,Married,10345,24674,4,Y,Yes,18,3,3,80,3,6,6,2,1,0,0,0
42,No,Travel_Rarely,757,Research & Development,19,2,Human Resources,1,2096,3,Female,38,2,2,Recruitment Specialist,4,Married,5216,19060,0,Y,No,12,2,3,80,1,12,2,1,8,6,1,8
22,No,Travel_Rarely,907,Research & Development,16,3,Marketing,1,2097,3,Male,95,2,5,HR Manager,4,Single,6788,25008,7,Y,Yes,18,3,4,80,0,14,5,4,9,8,6,8
41,No,Travel_Frequently,196,Sales,21,3,Other,1,2098,1,Female,55,4,1,Account Manager,3,Single,8800,10287,4,Y,Yes,22,3,3,80,0,23,6,4,15,15,6,13
56,No,Travel_Rarely,308,Research & Development,26,3,Life Sciences,1,2099,3,Male,96,1,2,Software Engineer,4,Married,4551,14122,4,Y,Yes,20,4,1,80,0,16,6,4,13,12,2,12
59,No,Travel_Rarely,1100,Research & Development,25,4,Marketing,1,2100,2,Female,44,3,1,Accountant,3,Married,6620,6310,6,Y,No,23,2,4,80,1,11,2,4,5,3,0,5
59,No,Non-Travel,143,Research & Development,27,3,Medical,1,2101,3,Male,41,3,4,Software Engineer,1,Married,9785,21146,5,Y,Yes,19,3,3,80,0,8,2,3,6,5,0,5
49,No,Travel_Frequently,845,Research & Development,25,3,Other,1,2102,3,Female,48,3,1,Tester,3,Married,14481,24676,9,Y,Yes,23,2,4,80,0,14,0,2,13,11,4,11
46,No,Travel_Rarely,235,Research & Development,19,1,Medical,1,2103,3,Female,43,3,2,Financial Analyst,3,Single,10735,9006,8,Y,Yes,13,3,4,80,1,13,3,4,11,9,1,10
41,No,Travel_Frequently,775,Sales,13,3,Other,1,2104,2,Male,44,3,3,Account Manager,4,Married,5205,21769,7,Y,No,21,2,4,80,2,14,0,3,8,7,6,8
37,No,Travel_Rarely,1037,Research & Development,21,3,Human Resources,1,2105,3,Female,40,3,1,Auditor,4,Married,12114,5106,7,Y,Yes,15,3,1,80,1,9,2,3,4,2,3,4
